feature,domain,std,abs_max
TIME:hist_b0,time,0.004763033,0.1541748
TIME:hist_b1,time,0.015269986,0.40441895
TIME:hist_b2,time,0.029474728,0.8703613
TIME:hist_b3,time,0.04248121,0.91882324
TIME:hist_b4,time,0.05741457,0.9613037
TIME:hist_b5,time,0.06811333,0.89575195
TIME:hist_b6,time,0.06588122,0.89282227
TIME:hist_b7,time,0.059029244,0.9074707
TIME:hist_b8,time,0.058412995,0.9024658
TIME:hist_b9,time,0.061726857,0.8955078
TIME:hist_b10,time,0.05827546,0.71435547
TIME:hist_b11,time,0.04330945,0.6380615
TIME:hist_b12,time,0.025359742,0.4276123
TIME:hist_b13,time,0.013503798,0.35009766
TIME:hist_b14,time,0.0068130726,0.17272949
TIME:hist_b15,time,0.0022621385,0.064086914
TIME:hist_entropy,time,0.29818377,3.9723
TIME:hist_contrast,time,2.1827002,26.340382
FREQ:mag_mean,freq,9.208628,41.75928
FREQ:mag_std,freq,2.8552382,90.34901
FREQ:mag_min,freq,7.983522e-14,6.3898886e-13
FREQ:mag_max,freq,1116.3129,5680.8643
FREQ:mag_range,freq,1116.3129,5680.8643
FREQ:pow_mean,freq,1.9525365,8190.003
FREQ:pow_std,freq,85446.53,504141.34
FREQ:pow_max,freq,5.379915e+06,3.2272218e+07
FREQ:spec_centroid,freq,176.22182,1611.9612
FREQ:spec_spread,freq,167.2495,2186.5845
FREQ:spec_rolloff85,freq,194.01064,3186.0352
FREQ:spec_rolloff,freq,250.26616,7189.9414
FREQ:spec_flatness,freq,0.036841184,0.38974965
FREQ:spec_skew,freq,9.555511,60.67698
FREQ:spec_kurt,freq,453.5606,3806.151
FREQ:spec_slope,freq,0.0040651113,0.018526293
FREQ:peak1_freq,freq,198.6256,1865.2344
FREQ:peak1_amp,freq,1116.3129,5680.8643
FREQ:peak2_freq,freq,258.68268,1855.4688
FREQ:peak2_amp,freq,550.34424,3760.3691
FREQ:peak_count,freq,24.768688,370.0
FREQ:peak_ratio,freq,0.24014753,0.99999917
FREQ:bandP_0,freq,9.314419e+06,3.3380442e+07
FREQ:bandP_1,freq,4.2153875e+06,3.2155182e+07
FREQ:bandP_2,freq,2.0487016e+06,3.0421838e+07
FREQ:bandP_3,freq,1.4019864e+06,2.1302066e+07
FREQ:bandP_4,freq,2.5340005e+06,1.3408673e+07
FREQ:bandP_5,freq,4.787667e+06,2.3306964e+07
FREQ:bandP_6,freq,1.6031156e+06,7.4022105e+06
FREQ:bandP_rel_0,freq,0.27759132,0.9948147
FREQ:bandP_rel_1,freq,0.12562834,0.9582991
FREQ:bandP_rel_2,freq,0.061056066,0.9066414
FREQ:bandP_rel_3,freq,0.04178245,0.63485104
FREQ:bandP_rel_4,freq,0.0755191,0.3996096
FREQ:bandP_rel_5,freq,0.1426836,0.69460166
FREQ:bandP_rel_6,freq,0.04777657,0.22060306
FREQ:ratio_low_mid,freq,58.124874,2062.2903
FREQ:ratio_mid_high,freq,6.6677794,300.01715
FREQ:ratio_low_high,freq,46.682144,2724.291
FREQ:ratio_high_tail,freq,0.04777657,0.22060306
FREQ:frac_low,freq,0.30732393,0.99848205
FREQ:frac_mid,freq,0.08340194,0.91136223
FREQ:frac_high,freq,0.26391113,0.8440703
FREQ:spec_entropy_shannon,freq,2.0322487,9.253141
FREQ:spec_entropy_renyi,freq,2.3518374,8.85353
FREQ:spec_decrease,freq,0.008713678,0.07345304
FREQ:psd_max,freq,0.032836393,0.19697398
FREQ:psd_min,freq,0.0,2.4921068e-33
FREQ:psd_range,freq,0.032836393,0.19697398
FREQ:hist_b0,freq,5.819019e-08,0.00024408103
FREQ:hist_b1,freq,0.0,0.0
FREQ:hist_b2,freq,0.0,0.0
FREQ:hist_b3,freq,0.0,0.0
FREQ:hist_b4,freq,0.0,0.0
FREQ:hist_b5,freq,0.0,0.0
FREQ:hist_b6,freq,0.0,0.0
FREQ:hist_b7,freq,0.0,0.0
FREQ:hist_b8,freq,0.0,0.0
FREQ:hist_b9,freq,0.0,0.0
FREQ:hist_b10,freq,0.0,0.0
FREQ:hist_b11,freq,0.0,0.0
FREQ:hist_b12,freq,0.0,0.0
FREQ:hist_b13,freq,5.877463e-07,0.00024408103
FREQ:hist_b14,freq,1.1754743e-06,0.00024408103
FREQ:hist_b15,freq,3.853875e-06,0.00097632414
FREQ:hist_b16,freq,9.6233125e-05,0.036856238
FREQ:hist_b17,freq,0.0008416584,0.16768368
FREQ:hist_b18,freq,0.0029932836,0.4903588
FREQ:hist_b19,freq,0.0070335837,0.4827923
FREQ:hist_b20,freq,0.022280244,0.6104467
FREQ:hist_b21,freq,0.057004333,0.6448621
FREQ:hist_b22,freq,0.12297377,0.70246524
FREQ:hist_b23,freq,0.2041771,0.7273615
FREQ:hist_b24,freq,0.22788157,0.76495
FREQ:hist_b25,freq,0.21687938,0.77324873
FREQ:hist_b26,freq,0.124753125,0.7747132
FREQ:hist_b27,freq,0.024221817,0.70100075
FREQ:hist_b28,freq,0.032218274,0.14620455
FREQ:hist_b29,freq,0.039077308,0.14669271
FREQ:hist_b30,freq,0.05324323,0.14376374
FREQ:hist_b31,freq,0.02377383,0.11081279
FREQ:hist_entropy,freq,0.3547122,3.6543055
FREQ:cepstral_1,freq,0.28053278,3.1340988
FREQ:cepstral_2,freq,0.10248025,1.3492798
FREQ:cepstral_3,freq,0.038146503,0.6190145
FREQ:cepstral_4,freq,0.061790675,0.34984395
FREQ:cepstral_5,freq,0.04719359,0.29118356
FREQ:cepstral_6,freq,0.027718738,0.2594794
FREQ:cepstral_7,freq,0.024214664,0.18088129
FREQ:cepstral_8,freq,0.0187628,0.15804124
TF:stft_mean,tf,0.0003896091,0.0043481565
TF:stft_std,tf,0.020558394,0.12958877
TF:stft_min,tf,8.6685924e-20,3.4440591e-18
TF:stft_max,tf,1.1911159,10.807414
TF:stft_range,tf,1.1911159,10.807414
TF:stft_p10,tf,3.9069947e-17,2.3513272e-16
TF:stft_p25,tf,3.1677288e-16,1.8568229e-15
TF:stft_p50,tf,4.304149e-11,1.6916056e-10
TF:stft_p75,tf,4.4364402e-05,0.00016815064
TF:stft_p90,tf,0.0032818152,0.0103562875
TF:stft_skew,tf,12.904797,79.35709
TF:stft_kurt,tf,987.16766,7275.1865
TF:stft_entropy,tf,1.6384528,11.159284
TF:stft_crest,tf,17.593113,102.01264
TF:stft_rms,tf,0.020454288,0.12964506
TF:stft_gini,tf,0.036425766,0.9990824
TF:Et_mean,tf,0.10012935,1.1174762
TF:Et_std,tf,0.44423315,3.6553352
TF:Et_min,tf,0.14936838,0.5866188
TF:Et_max,tf,2.25872,23.78581
TF:Et_range,tf,2.368521,23.78529
TF:Et_p25,tf,0.16504039,0.76961946
TF:Et_p75,tf,0.21829785,2.0112178
TF:Et_iqr,tf,0.2873667,1.9322948
TF:Et_skew,tf,1.2545182,7.552022
TF:Et_kurt,tf,7.5831656,55.36221
TF:Et_entropy,tf,0.41933003,5.919128
TF:Et_centroid,tf,5.23751,59.170788
TF:Et_spread,tf,2.4685373,27.384697
TF:Ef_centroid,tf,321.13034,1163.4768
TF:Ef_spread,tf,162.64014,703.1361
TF:Ef_skew,tf,3.7782457,13.572618
TF:Ef_kurt,tf,51.576538,195.43578
TF:Ef_flatness,tf,2.2990197e-07,7.4453715e-07
TF:Ef_rolloff85,tf,605.5937,1718.75
TF:Ef_rolloff95,tf,605.0523,1953.125
TF:Ef_rolloff99,tf,476.27078,2226.5625
TF:Ef_mean,tf,0.02376607,0.26523754
TF:Ef_std,tf,0.6874974,3.0317264
TF:Ef_min,tf,2.2592395e-15,1.2723627e-14
TF:Ef_max,tf,9.472821,42.878105
TF:Ef_range,tf,9.472821,42.878105
TF:Ef_p25,tf,2.0036993e-14,2.1751793e-13
TF:Ef_p75,tf,0.0053466763,0.028056623
TF:Ef_iqr,tf,0.0053466763,0.028056623
TF:Ef_entropy,tf,1.4654101,5.786434
TF:Ef_peak_freq,tf,387.6759,1679.6875
TF:Ef_peak_amp,tf,9.908416,42.878105
TF:Ef_n_peaks,tf,5.0415506,19.0
TF:Ef_harmonic_ratio,tf,0.12636009,0.6403593
TF:flux_mean,tf,0.042810485,0.60610116
TF:flux_std,tf,0.09676709,0.61880183
TF:flux_max,tf,0.3571201,3.1139464
TF:divergence_mean,tf,0.09948529,1.6735294
TF:divergence_std,tf,0.29007372,3.063436
TF:coherence_mean,tf,0.013713203,0.99265915
TF:coherence_std,tf,0.024389142,0.15186547
TF:novelty,tf,0.16058111,0.9573142
TF:mod0_centroid,tf,1.4601704,17.698618
TF:mod0_spread,tf,0.67021775,11.88059
TF:mod0_entropy,tf,0.18098174,4.905156
TF:mod1_centroid,tf,0.9783157,15.769318
TF:mod1_spread,tf,0.38341266,9.629454
TF:mod1_entropy,tf,0.09129617,4.9068036
TF:mod2_centroid,tf,0.8986592,15.772889
TF:mod2_spread,tf,0.37680525,10.076396
TF:mod2_entropy,tf,0.081268385,4.906695
TF:mod3_centroid,tf,0.8550948,15.653654
TF:mod3_spread,tf,0.3750549,10.260161
TF:mod3_entropy,tf,0.075145155,4.9054375
TF:mod4_centroid,tf,0.8638895,16.123903
TF:mod4_spread,tf,0.37483415,9.807442
TF:mod4_entropy,tf,0.07647846,4.897264
TF:mod5_centroid,tf,0.86929977,15.730467
TF:mod5_spread,tf,0.37376165,9.846246
TF:mod5_entropy,tf,0.077230625,4.9057655
TF:mod6_centroid,tf,0.86507034,16.039186
TF:mod6_spread,tf,0.3749304,9.9155
TF:mod6_entropy,tf,0.07666691,4.8987813
TF:mod7_centroid,tf,0.8739141,16.150066
TF:mod7_spread,tf,0.43071538,11.084994
TF:mod7_entropy,tf,0.07437373,4.8984575
TF:mod8_centroid,tf,1.0185024,16.229116
TF:mod8_spread,tf,0.43274644,10.954343
TF:mod8_entropy,tf,0.076790735,4.9060435
TF:mod9_centroid,tf,1.3270384,15.24736
TF:mod9_spread,tf,0.36518532,10.7348585
TF:mod9_entropy,tf,0.07943794,4.906129
TF:mod10_centroid,tf,1.4981005,14.485375
TF:mod10_spread,tf,0.43603286,10.480797
TF:mod10_entropy,tf,0.080987506,4.9060664
TF:mod11_centroid,tf,2.0936604,12.231505
TF:mod11_spread,tf,1.265531,9.962758
TF:mod11_entropy,tf,0.08145875,4.9058995
TF:tfband_0,tf,8.163874,42.878105
TF:tfband_1,tf,9.019051,31.26286
TF:tfband_2,tf,5.4494143,40.31969
TF:tfband_3,tf,2.021879,34.74416
TF:tfband_4,tf,1.7084302,18.789766
TF:DWT_L0_mean,tf,0.46644905,2.133168
TF:DWT_L0_std,tf,1.6520615,12.48569
TF:DWT_L0_var,tf,18.301601,155.89244
TF:DWT_L0_skew,tf,1.0762787,7.6015286
TF:DWT_L0_kurt,tf,3.4514844,75.633125
TF:DWT_L0_min,tf,6.7918487,60.652042
TF:DWT_L0_max,tf,7.6888657,75.781494
TF:DWT_L0_range,tf,11.779922,102.94471
TF:DWT_L0_median,tf,0.47317705,4.4883566
TF:DWT_L0_iqr,tf,2.8392892,16.28816
TF:DWT_L0_mad,tf,1.3989936,8.060912
TF:DWT_L0_energy,tf,2462.7837,21499.342
TF:DWT_L0_log_energy,tf,0.28179365,4.332425
TF:DWT_L0_rms,tf,1.6542889,12.666604
TF:DWT_L0_entropy,tf,0.6653854,6.679065
TF:DWT_L0_zcr,tf,0.107931525,0.8120301
TF:DWT_L0_p2p,tf,11.779922,102.94471
TF:DWT_L0_tk_mean,tf,21.341736,119.136116
TF:DWT_L0_tk_std,tf,42.454742,535.2847
TF:DWT_L0_tk_max,tf,316.3075,5779.3247
TF:DWT_L1_mean,tf,0.1500914,1.2050166
TF:DWT_L1_std,tf,0.6527825,7.5713263
TF:DWT_L1_var,tf,2.4205935,57.32498
TF:DWT_L1_skew,tf,0.36135706,8.695622
TF:DWT_L1_kurt,tf,3.320064,92.93831
TF:DWT_L1_min,tf,2.4015281,57.606277
TF:DWT_L1_max,tf,2.4678347,58.587513
TF:DWT_L1_range,tf,4.6572924,116.193794
TF:DWT_L1_median,tf,0.17027694,1.0147429
TF:DWT_L1_iqr,tf,0.87735796,9.119689
TF:DWT_L1_mad,tf,0.44100824,4.542928
TF:DWT_L1_energy,tf,325.81076,7682.341
TF:DWT_L1_log_energy,tf,0.41916335,3.8854935
TF:DWT_L1_rms,tf,0.6546071,7.5717173
TF:DWT_L1_entropy,tf,0.41750383,6.4868803
TF:DWT_L1_zcr,tf,0.060738105,0.8947368
TF:DWT_L1_p2p,tf,4.6572924,116.193794
TF:DWT_L1_tk_mean,tf,2.392535,57.333775
TF:DWT_L1_tk_std,tf,6.4595423,295.6947
TF:DWT_L1_tk_max,tf,50.92002,3334.1987
TF:DWT_L2_mean,tf,0.106599554,0.6338448
TF:DWT_L2_std,tf,0.6454328,3.9872901
TF:DWT_L2_var,tf,1.8354901,15.898481
TF:DWT_L2_skew,tf,0.2908135,8.380003
TF:DWT_L2_kurt,tf,3.5091271,109.20092
TF:DWT_L2_min,tf,2.0251572,32.210182
TF:DWT_L2_max,tf,2.0870876,35.969017
TF:DWT_L2_range,tf,3.9579947,68.1792
TF:DWT_L2_median,tf,0.12559016,0.7345737
TF:DWT_L2_iqr,tf,0.8955111,4.0766244
TF:DWT_L2_mad,tf,0.44894964,2.0432646
TF:DWT_L2_energy,tf,482.6871,4168.2334
TF:DWT_L2_log_energy,tf,0.510003,3.619952
TF:DWT_L2_rms,tf,0.6466671,3.9886448
TF:DWT_L2_entropy,tf,0.3334911,7.263795
TF:DWT_L2_zcr,tf,0.03829937,0.7816092
TF:DWT_L2_p2p,tf,3.9579947,68.1792
TF:DWT_L2_tk_mean,tf,1.8689854,12.23731
TF:DWT_L2_tk_std,tf,3.5157666,114.16622
TF:DWT_L2_tk_max,tf,27.707693,1377.844
TF:DWT_L3_mean,tf,0.07468397,0.42010257
TF:DWT_L3_std,tf,0.65759134,2.5301163
TF:DWT_L3_var,tf,1.7988278,6.4014893
TF:DWT_L3_skew,tf,0.2414574,13.070824
TF:DWT_L3_kurt,tf,3.9583998,245.65936
TF:DWT_L3_min,tf,2.0953772,23.875282
TF:DWT_L3_max,tf,2.131758,29.5959
TF:DWT_L3_range,tf,4.110662,45.063774
TF:DWT_L3_median,tf,0.08855446,0.5252599
TF:DWT_L3_iqr,tf,0.90734386,3.6205027
TF:DWT_L3_mad,tf,0.45425817,1.810882
TF:DWT_L3_energy,tf,933.5721,3323.5203
TF:DWT_L3_log_energy,tf,0.5571239,3.5215983
TF:DWT_L3_rms,tf,0.65823156,2.5329947
TF:DWT_L3_entropy,tf,0.30298352,8.193038
TF:DWT_L3_zcr,tf,0.026960157,0.7582205
TF:DWT_L3_p2p,tf,4.110662,45.063774
TF:DWT_L3_tk_mean,tf,1.8113743,6.696538
TF:DWT_L3_tk_std,tf,3.162462,43.65023
TF:DWT_L3_tk_max,tf,23.814987,695.5669
TF:DWT_L4_mean,tf,0.0069530676,0.039897002
TF:DWT_L4_std,tf,0.44457474,1.8420293
TF:DWT_L4_var,tf,0.8051182,3.3930721
TF:DWT_L4_skew,tf,0.12813313,6.006667
TF:DWT_L4_kurt,tf,4.7306857,221.68028
TF:DWT_L4_min,tf,1.5598098,27.463213
TF:DWT_L4_max,tf,1.5476599,24.614147
TF:DWT_L4_range,tf,3.0172684,52.077362
TF:DWT_L4_median,tf,0.025576461,0.14637668
TF:DWT_L4_iqr,tf,0.6115189,2.4085407
TF:DWT_L4_mad,tf,0.30596662,1.2066684
TF:DWT_L4_energy,tf,829.30255,3494.8794
TF:DWT_L4_log_energy,tf,0.5794824,3.5434322
TF:DWT_L4_rms,tf,0.44458276,1.8420333
TF:DWT_L4_entropy,tf,0.29229927,9.121168
TF:DWT_L4_zcr,tf,0.013933932,0.81341106
TF:DWT_L4_p2p,tf,3.0172684,52.077362
TF:DWT_L4_tk_mean,tf,0.7476457,3.215126
TF:DWT_L4_tk_std,tf,1.0676776,23.08236
TF:DWT_L4_tk_max,tf,11.323898,518.4375
TF:DWT_L5_mean,tf,0.00040186063,0.0020442698
TF:DWT_L5_std,tf,0.09308406,0.34820285
TF:DWT_L5_var,tf,0.03493881,0.12124523
TF:DWT_L5_skew,tf,0.1501442,7.205331
TF:DWT_L5_kurt,tf,6.370545,478.90796
TF:DWT_L5_min,tf,0.6043155,5.2306952
TF:DWT_L5_max,tf,0.60272795,4.6534457
TF:DWT_L5_range,tf,1.1840007,9.706857
TF:DWT_L5_median,tf,0.003601843,0.021007247
TF:DWT_L5_iqr,tf,0.12659438,0.4764729
TF:DWT_L5_mad,tf,0.06332113,0.2389312
TF:DWT_L5_energy,tf,71.72925,248.91893
TF:DWT_L5_log_energy,tf,0.58922315,2.3960578
TF:DWT_L5_rms,tf,0.09308416,0.34820458
TF:DWT_L5_entropy,tf,0.30823982,10.083566
TF:DWT_L5_zcr,tf,0.009706167,0.7431774
TF:DWT_L5_p2p,tf,1.1840007,9.706857
TF:DWT_L5_tk_mean,tf,0.036945827,0.15303725
TF:DWT_L5_tk_std,tf,0.05583229,0.9944967
TF:DWT_L5_tk_max,tf,1.9460644,28.32399
TF:DWT_L6_mean,tf,5.258455e-06,2.7260974e-05
TF:DWT_L6_std,tf,0.0069301673,0.025700696
TF:DWT_L6_var,tf,0.00019316805,0.0006605258
TF:DWT_L6_skew,tf,0.07664211,7.9502425
TF:DWT_L6_kurt,tf,5.9523253,642.7766
TF:DWT_L6_min,tf,0.04393189,0.43673322
TF:DWT_L6_max,tf,0.044358987,0.39031243
TF:DWT_L6_range,tf,0.085159175,0.8270457
TF:DWT_L6_median,tf,0.00016280338,0.0009738665
TF:DWT_L6_iqr,tf,0.009473438,0.03526942
TF:DWT_L6_mad,tf,0.0047378307,0.017607814
TF:DWT_L6_energy,tf,0.7917972,2.7074957
TF:DWT_L6_log_energy,tf,0.5928795,3.0710745
TF:DWT_L6_rms,tf,0.0069301683,0.0257007
TF:DWT_L6_entropy,tf,0.28766954,11.053025
TF:DWT_L6_zcr,tf,0.005731063,0.4148365
TF:DWT_L6_p2p,tf,0.085159175,0.8270457
TF:DWT_L6_tk_mean,tf,0.000328668,0.0011470303
TF:DWT_L6_tk_std,tf,0.00038233766,0.0074650934
TF:DWT_L6_tk_max,tf,0.012055029,0.18050723
TF:WPT_aaaa_mean,tf,0.057481483,0.26311585
TF:WPT_aaaa_std,tf,0.5327536,4.476809
TF:WPT_aaaa_var,tf,3.4253497,20.041819
TF:WPT_aaaa_skew,tf,0.6711874,8.282414
TF:WPT_aaaa_kurt,tf,3.2636442,127.6562
TF:WPT_aaaa_min,tf,3.53084,51.56256
TF:WPT_aaaa_max,tf,4.048574,58.587803
TF:WPT_aaaa_range,tf,5.7650833,91.07562
TF:WPT_aaaa_median,tf,0.20050396,2.1693778
TF:WPT_aaaa_iqr,tf,1.0079944,8.225387
TF:WPT_aaaa_mad,tf,0.4889673,3.9676836
TF:WPT_aaaa_energy,tf,1774.1259,10417.523
TF:WPT_aaaa_log_energy,tf,0.14673465,4.0177646
TF:WPT_aaaa_rms,tf,0.5326524,4.4845343
TF:WPT_aaaa_entropy,tf,0.45534968,8.62489
TF:WPT_aaaa_zcr,tf,0.1439164,0.5764023
TF:WPT_aaaa_p2p,tf,5.7650833,91.07562
TF:WPT_aaaa_tk_mean,tf,1.7365166,22.18413
TF:WPT_aaaa_tk_std,tf,4.610323,186.7575
TF:WPT_aaaa_tk_max,tf,81.29022,3129.6672
TF:WPT_aaaa_rel_energy,tf,0.21737094,0.9997455
TF:WPT_aaaa_abs_mean,tf,0.43589276,3.6415865
TF:WPT_aaad_mean,tf,0.07468397,0.42010257
TF:WPT_aaad_std,tf,0.65759134,2.5301163
TF:WPT_aaad_var,tf,1.7988278,6.4014893
TF:WPT_aaad_skew,tf,0.2414574,13.070824
TF:WPT_aaad_kurt,tf,3.9583998,245.65936
TF:WPT_aaad_min,tf,2.0953772,23.875282
TF:WPT_aaad_max,tf,2.131758,29.5959
TF:WPT_aaad_range,tf,4.110662,45.063774
TF:WPT_aaad_median,tf,0.08855446,0.5252599
TF:WPT_aaad_iqr,tf,0.90734386,3.6205027
TF:WPT_aaad_mad,tf,0.45425817,1.810882
TF:WPT_aaad_energy,tf,933.5721,3323.5203
TF:WPT_aaad_log_energy,tf,0.5571239,3.5215983
TF:WPT_aaad_rms,tf,0.65823156,2.5329947
TF:WPT_aaad_entropy,tf,0.30298352,8.193038
TF:WPT_aaad_zcr,tf,0.026960157,0.7582205
TF:WPT_aaad_p2p,tf,4.110662,45.063774
TF:WPT_aaad_tk_mean,tf,1.8113743,6.696538
TF:WPT_aaad_tk_std,tf,3.162462,43.65023
TF:WPT_aaad_tk_max,tf,23.814987,695.5669
TF:WPT_aaad_rel_energy,tf,0.110633545,0.4047659
TF:WPT_aaad_abs_mean,tf,0.5296687,2.039126
TF:WPT_aada_mean,tf,0.01112284,0.06143853
TF:WPT_aada_std,tf,0.2524962,0.9991568
TF:WPT_aada_var,tf,0.25709856,0.9983143
TF:WPT_aada_skew,tf,0.28878945,16.63047
TF:WPT_aada_kurt,tf,4.2390494,341.97348
TF:WPT_aada_min,tf,0.95364064,11.384389
TF:WPT_aada_max,tf,0.94104666,12.252477
TF:WPT_aada_range,tf,1.7778006,19.189806
TF:WPT_aada_median,tf,0.021432843,0.11206065
TF:WPT_aada_iqr,tf,0.344184,1.447862
TF:WPT_aada_mad,tf,0.172316,0.6983126
TF:WPT_aada_energy,tf,133.21568,517.7136
TF:WPT_aada_log_energy,tf,0.59075695,2.7140896
TF:WPT_aada_rms,tf,0.25253275,0.99972355
TF:WPT_aada_entropy,tf,0.28831428,8.188425
TF:WPT_aada_zcr,tf,0.019492852,0.8104449
TF:WPT_aada_p2p,tf,1.7778006,19.189806
TF:WPT_aada_tk_mean,tf,0.20334764,0.80965126
TF:WPT_aada_tk_std,tf,0.3800485,4.535451
TF:WPT_aada_tk_max,tf,5.2997413,79.0062
TF:WPT_aada_rel_energy,tf,0.015721766,0.06157931
TF:WPT_aada_abs_mean,tf,0.20193662,0.79807055
TF:WPT_aadd_mean,tf,0.07395211,0.38686255
TF:WPT_aadd_std,tf,0.57615244,2.5525725
TF:WPT_aadd_var,tf,1.354636,6.5156264
TF:WPT_aadd_skew,tf,0.33240873,15.127381
TF:WPT_aadd_kurt,tf,4.5002913,278.19772
TF:WPT_aadd_min,tf,1.8373075,24.035303
TF:WPT_aadd_max,tf,1.8423915,36.435375
TF:WPT_aadd_range,tf,3.5778122,45.632248
TF:WPT_aadd_median,tf,0.08750378,0.46833622
TF:WPT_aadd_iqr,tf,0.7937695,3.1853366
TF:WPT_aadd_mad,tf,0.397428,1.6023785
TF:WPT_aadd_energy,tf,703.44666,3381.82
TF:WPT_aadd_log_energy,tf,0.5785256,3.5291505
TF:WPT_aadd_rms,tf,0.57687,2.5551145
TF:WPT_aadd_entropy,tf,0.2943312,8.181487
TF:WPT_aadd_zcr,tf,0.021283105,0.5473888
TF:WPT_aadd_p2p,tf,3.5778122,45.632248
TF:WPT_aadd_tk_mean,tf,1.4276801,6.809511
TF:WPT_aadd_tk_std,tf,2.3333454,59.76112
TF:WPT_aadd_tk_max,tf,18.047451,1103.4146
TF:WPT_aadd_rel_energy,tf,0.08331756,0.4002359
TF:WPT_aadd_abs_mean,tf,0.46429992,1.765641
TF:WPT_adaa_mean,tf,0.0033901294,0.0170776
TF:WPT_adaa_std,tf,0.027170468,0.21327764
