feature,domain,std,abs_max
FREQ:hist_b3,freq,0.0,0.0
FREQ:hist_b4,freq,0.0,0.0
FREQ:hist_b5,freq,0.0,0.0
FREQ:hist_b6,freq,0.0,0.0
FREQ:hist_b7,freq,0.0,0.0
FREQ:hist_b8,freq,0.0,0.0
FREQ:hist_b9,freq,0.0,0.0
FREQ:hist_b10,freq,0.0,0.0
FREQ:hist_b11,freq,0.0,0.0
FREQ:hist_b12,freq,0.0,0.0
FREQ:hist_b13,freq,0.0,0.0
FREQ:hist_b14,freq,0.0,0.0
FREQ:hist_b15,freq,0.0,0.0
FREQ:hist_b16,freq,0.0,0.0
FREQ:hist_b17,freq,0.0,0.0
FREQ:hist_b18,freq,8.69854e-05,0.0014644862
FREQ:hist_b19,freq,0.010475574,0.19892605
FREQ:hist_b20,freq,0.014785265,0.26165488
FREQ:hist_b21,freq,0.025953006,0.301196
FREQ:hist_b22,freq,0.08561252,0.39614353
FREQ:hist_b23,freq,0.14378957,0.43348792
FREQ:hist_b24,freq,0.16025962,0.47693434
FREQ:hist_b25,freq,0.14026718,0.53502566
FREQ:hist_b26,freq,0.0447598,0.44300708
FREQ:hist_b27,freq,0.027404564,0.2550647
FREQ:hist_b28,freq,0.042005695,0.2640957
FREQ:hist_b29,freq,0.050760917,0.27459118
FREQ:hist_b30,freq,0.07210937,0.26458386
FREQ:hist_b31,freq,0.034012653,0.16719551
FREQ:hist_entropy,freq,0.23657908,3.3612392
FREQ:cepstral_1,freq,0.2853575,3.0715308
FREQ:cepstral_2,freq,0.14282778,0.57860327
FREQ:cepstral_3,freq,0.07873548,0.52623653
FREQ:cepstral_4,freq,0.0639529,0.25775272
FREQ:cepstral_5,freq,0.033228207,0.29584596
FREQ:cepstral_6,freq,0.041910462,0.19230674
FREQ:cepstral_7,freq,0.027461434,0.111625805
FREQ:cepstral_8,freq,0.024071371,0.0982047
TF:stft_mean,tf,0.00010278929,0.0030916303
TF:stft_std,tf,0.008734041,0.05323731
TF:stft_min,tf,2.2353419e-19,1.678264e-18
TF:stft_max,tf,0.5394843,4.049498
TF:stft_range,tf,0.5394843,4.049498
TF:stft_p10,tf,3.110893e-16,1.4392921e-15
TF:stft_p25,tf,4.9024482e-12,1.8924822e-11
TF:stft_p50,tf,5.9132253e-06,2.1310801e-05
TF:stft_p75,tf,0.0010018512,0.0032202376
TF:stft_p90,tf,0.002943123,0.00978224
TF:stft_skew,tf,8.455348,51.154305
TF:stft_kurt,tf,462.01196,3122.819
TF:stft_entropy,tf,1.1402304,12.052478
TF:stft_crest,tf,13.364409,75.93758
TF:stft_rms,tf,0.00859494,0.053326666
TF:stft_gini,tf,0.055945504,0.99012077
TF:Et_mean,tf,0.026416847,0.794549
TF:Et_std,tf,0.37905607,1.7887901
TF:Et_min,tf,0.18270743,0.6046164
TF:Et_max,tf,1.5829709,10.106568
TF:Et_range,tf,1.7050126,10.081819
TF:Et_p25,tf,0.21845512,0.6919107
TF:Et_p75,tf,0.2337628,1.6621273
TF:Et_iqr,tf,0.38662064,1.6372727
TF:Et_skew,tf,0.8168655,4.560898
TF:Et_kurt,tf,3.3324082,20.784534
TF:Et_entropy,tf,0.4810524,5.923116
TF:Et_centroid,tf,5.2228417,51.522133
TF:Et_spread,tf,3.5653577,23.95003
TF:Ef_centroid,tf,209.46056,954.92206
TF:Ef_spread,tf,99.29179,615.7053
TF:Ef_skew,tf,2.5798833,12.675477
TF:Ef_kurt,tf,32.633076,168.66042
TF:Ef_flatness,tf,4.40372e-05,0.00016659265
TF:Ef_rolloff85,tf,378.28073,1601.5625
TF:Ef_rolloff95,tf,349.68518,1875.0
TF:Ef_rolloff99,tf,230.19687,2109.375
TF:Ef_mean,tf,0.006270147,0.18858945
TF:Ef_std,tf,0.24154969,1.8183628
TF:Ef_min,tf,1.1687601e-14,6.4629386e-14
TF:Ef_max,tf,3.5388436,26.187244
TF:Ef_range,tf,3.5388436,26.187244
TF:Ef_p25,tf,5.8650484e-10,2.445039e-09
TF:Ef_p75,tf,0.110217094,0.42326137
TF:Ef_iqr,tf,0.110217094,0.42326137
TF:Ef_entropy,tf,0.7997158,6.7131095
TF:Ef_peak_freq,tf,112.284065,1152.3438
TF:Ef_peak_amp,tf,3.5388436,26.187244
TF:Ef_n_peaks,tf,6.598398,28.0
TF:Ef_harmonic_ratio,tf,0.055101037,0.5858779
TF:flux_mean,tf,0.047286473,0.49724007
TF:flux_std,tf,0.09833879,0.39528483
TF:flux_max,tf,0.2593211,1.719849
TF:divergence_mean,tf,0.11458166,1.1118861
TF:divergence_std,tf,0.11161006,0.732562
TF:coherence_mean,tf,0.017145203,0.9868866
TF:coherence_std,tf,0.013604717,0.08459434
TF:novelty,tf,0.10671453,0.66269046
TF:mod0_centroid,tf,1.4799584,13.3093
TF:mod0_spread,tf,0.53140026,9.210592
TF:mod0_entropy,tf,0.19731478,4.750262
TF:mod1_centroid,tf,1.5587049,14.351823
TF:mod1_spread,tf,0.53503984,9.328332
TF:mod1_entropy,tf,0.17129426,4.784911
TF:mod2_centroid,tf,1.72585,14.318763
TF:mod2_spread,tf,0.53334886,9.324205
TF:mod2_entropy,tf,0.20600037,4.796258
TF:mod3_centroid,tf,1.7475419,13.766173
TF:mod3_spread,tf,0.59578013,9.163081
TF:mod3_entropy,tf,0.20462644,4.805543
TF:mod4_centroid,tf,1.6974734,14.386016
TF:mod4_spread,tf,0.58347064,9.114256
TF:mod4_entropy,tf,0.1958951,4.783306
TF:mod5_centroid,tf,1.6564467,14.614114
TF:mod5_spread,tf,0.5283897,8.993366
TF:mod5_entropy,tf,0.17528057,4.8349805
TF:mod6_centroid,tf,1.6899304,14.649283
TF:mod6_spread,tf,0.6132055,9.166415
TF:mod6_entropy,tf,0.18189794,4.8822103
TF:mod7_centroid,tf,1.6378833,13.77898
TF:mod7_spread,tf,0.5742535,9.365412
TF:mod7_entropy,tf,0.17757097,4.818283
TF:mod8_centroid,tf,1.6014292,14.363651
TF:mod8_spread,tf,0.5596799,9.169779
TF:mod8_entropy,tf,0.15906826,4.8022084
TF:mod9_centroid,tf,1.5478435,14.074491
TF:mod9_spread,tf,0.5150901,9.138843
TF:mod9_entropy,tf,0.15653688,4.8303037
TF:mod10_centroid,tf,1.8380463,14.75458
TF:mod10_spread,tf,0.45651165,9.662138
TF:mod10_entropy,tf,0.09487514,4.8626204
TF:mod11_centroid,tf,2.6946406,14.20332
TF:mod11_spread,tf,0.5972738,9.95863
TF:mod11_entropy,tf,0.06848152,4.891352
TF:tfband_0,tf,2.2577555,14.666505
TF:tfband_1,tf,2.8450184,18.821142
TF:tfband_2,tf,5.8610535,42.336086
TF:tfband_3,tf,2.7754734,15.199989
TF:tfband_4,tf,2.198093,15.371505
TF:DWT_L0_mean,tf,0.28744054,1.4202428
TF:DWT_L0_std,tf,1.1313598,7.862038
TF:DWT_L0_var,tf,9.268009,61.81164
TF:DWT_L0_skew,tf,0.95081794,4.0039043
TF:DWT_L0_kurt,tf,4.073206,43.664295
TF:DWT_L0_min,tf,5.661053,42.13797
TF:DWT_L0_max,tf,5.530229,40.19043
TF:DWT_L0_range,tf,9.671318,65.68264
TF:DWT_L0_median,tf,0.20025007,0.933002
TF:DWT_L0_iqr,tf,1.4557614,9.479875
TF:DWT_L0_mad,tf,0.7292675,4.6367917
TF:DWT_L0_energy,tf,1252.32,8553.05
TF:DWT_L0_log_energy,tf,0.2698353,3.932121
TF:DWT_L0_rms,tf,1.1353384,7.9892883
TF:DWT_L0_entropy,tf,0.61804897,6.3810744
TF:DWT_L0_zcr,tf,0.05690437,0.7067669
TF:DWT_L0_p2p,tf,9.671318,65.68264
TF:DWT_L0_tk_mean,tf,12.952557,83.131546
TF:DWT_L0_tk_std,tf,29.464146,198.4101
TF:DWT_L0_tk_max,tf,211.93796,1581.1249
TF:DWT_L1_mean,tf,0.1979987,0.7484178
TF:DWT_L1_std,tf,0.8094734,6.871884
TF:DWT_L1_var,tf,5.5509953,47.22279
TF:DWT_L1_skew,tf,0.756904,4.4117813
TF:DWT_L1_kurt,tf,5.077487,40.857475
TF:DWT_L1_min,tf,4.017142,26.405153
TF:DWT_L1_max,tf,4.043539,29.104748
TF:DWT_L1_range,tf,7.1812177,44.246563
TF:DWT_L1_median,tf,0.16921824,0.71675736
TF:DWT_L1_iqr,tf,1.5576688,13.398618
TF:DWT_L1_mad,tf,0.78745496,6.6860766
TF:DWT_L1_energy,tf,744.72797,6328.0713
TF:DWT_L1_log_energy,tf,0.23618129,3.8012714
TF:DWT_L1_rms,tf,0.8099483,6.872002
TF:DWT_L1_entropy,tf,0.71002424,6.5378947
TF:DWT_L1_zcr,tf,0.06171074,0.7669173
TF:DWT_L1_p2p,tf,7.1812177,44.246563
TF:DWT_L1_tk_mean,tf,9.374122,91.756645
TF:DWT_L1_tk_std,tf,14.352559,111.588104
TF:DWT_L1_tk_max,tf,120.89267,891.2446
TF:DWT_L2_mean,tf,0.11543639,0.5360358
TF:DWT_L2_std,tf,0.39392632,3.0879183
TF:DWT_L2_var,tf,1.6714897,9.535239
TF:DWT_L2_skew,tf,0.616472,5.3766465
TF:DWT_L2_kurt,tf,6.109871,45.15674
TF:DWT_L2_min,tf,3.0086572,20.236135
TF:DWT_L2_max,tf,3.1531138,25.149944
TF:DWT_L2_range,tf,5.5967336,39.158234
TF:DWT_L2_median,tf,0.11928448,0.5501634
TF:DWT_L2_iqr,tf,0.8105329,4.368852
TF:DWT_L2_mad,tf,0.40657508,2.1801908
TF:DWT_L2_energy,tf,439.00903,2504.3274
TF:DWT_L2_log_energy,tf,0.17202324,3.3986912
TF:DWT_L2_rms,tf,0.3942989,3.0916827
TF:DWT_L2_entropy,tf,0.7447525,7.2587495
TF:DWT_L2_zcr,tf,0.05360517,0.77394634
TF:DWT_L2_p2p,tf,5.5967336,39.158234
TF:DWT_L2_tk_mean,tf,1.8671542,12.974781
TF:DWT_L2_tk_std,tf,6.9188247,54.93695
TF:DWT_L2_tk_max,tf,79.714294,614.451
TF:DWT_L3_mean,tf,0.06136419,0.23514579
TF:DWT_L3_std,tf,0.3025894,2.2914553
TF:DWT_L3_var,tf,0.8825121,5.2507677
TF:DWT_L3_skew,tf,0.644024,4.8015304
TF:DWT_L3_kurt,tf,8.497922,63.55824
TF:DWT_L3_min,tf,2.3046389,16.16054
TF:DWT_L3_max,tf,2.5658164,19.542189
TF:DWT_L3_range,tf,4.411159,32.524014
TF:DWT_L3_median,tf,0.059678655,0.21886839
TF:DWT_L3_iqr,tf,0.6236453,2.7254934
TF:DWT_L3_mad,tf,0.31167674,1.3534101
TF:DWT_L3_energy,tf,457.89996,2719.9211
TF:DWT_L3_log_energy,tf,0.19956903,3.4345562
TF:DWT_L3_rms,tf,0.30289593,2.2914653
TF:DWT_L3_entropy,tf,0.81738216,8.060312
TF:DWT_L3_zcr,tf,0.039051175,0.67504835
TF:DWT_L3_p2p,tf,4.411159,32.524014
TF:DWT_L3_tk_mean,tf,0.8952187,4.7271743
TF:DWT_L3_tk_std,tf,3.29793,22.621046
TF:DWT_L3_tk_max,tf,49.543583,364.30423
TF:DWT_L4_mean,tf,0.03156287,0.11750649
TF:DWT_L4_std,tf,0.31121862,1.7916435
TF:DWT_L4_var,tf,0.6742385,3.2099864
TF:DWT_L4_skew,tf,0.5400993,5.5795083
TF:DWT_L4_kurt,tf,11.409978,88.26029
TF:DWT_L4_min,tf,1.7003772,12.978105
TF:DWT_L4_max,tf,1.9014987,15.661503
TF:DWT_L4_range,tf,3.314614,28.639608
TF:DWT_L4_median,tf,0.035084292,0.16963226
TF:DWT_L4_iqr,tf,0.5659749,2.2690268
TF:DWT_L4_mad,tf,0.2835202,1.1413977
TF:DWT_L4_energy,tf,694.8766,3306.2993
TF:DWT_L4_log_energy,tf,0.29274958,3.5193422
TF:DWT_L4_rms,tf,0.3113111,1.7916471
TF:DWT_L4_entropy,tf,0.82954395,9.011178
TF:DWT_L4_zcr,tf,0.03982632,0.6715258
TF:DWT_L4_p2p,tf,3.314614,28.639608
TF:DWT_L4_tk_mean,tf,0.6779962,3.0691135
TF:DWT_L4_tk_std,tf,1.6135709,11.810019
TF:DWT_L4_tk_max,tf,27.222494,190.54794
TF:DWT_L5_mean,tf,0.0013987267,0.006003015
TF:DWT_L5_std,tf,0.2329781,1.1211437
TF:DWT_L5_var,tf,0.3153524,1.2569631
TF:DWT_L5_skew,tf,0.27153897,2.7940211
TF:DWT_L5_kurt,tf,16.553394,189.78783
TF:DWT_L5_min,tf,1.2765379,9.33356
TF:DWT_L5_max,tf,1.194174,8.410969
TF:DWT_L5_range,tf,2.3733292,17.429924
TF:DWT_L5_median,tf,0.009215563,0.03392084
TF:DWT_L5_iqr,tf,0.3962055,1.5525858
TF:DWT_L5_mad,tf,0.19833918,0.7748087
TF:DWT_L5_energy,tf,647.4211,2580.577
TF:DWT_L5_log_energy,tf,0.3712713,3.411717
TF:DWT_L5_rms,tf,0.23297866,1.1211506
TF:DWT_L5_entropy,tf,0.831391,10.014894
TF:DWT_L5_zcr,tf,0.01968714,0.7777778
TF:DWT_L5_p2p,tf,2.3733292,17.429924
TF:DWT_L5_tk_mean,tf,0.30013463,1.1725342
TF:DWT_L5_tk_std,tf,0.45172718,2.459183
TF:DWT_L5_tk_max,tf,8.400067,57.119133
TF:DWT_L6_mean,tf,2.465491e-05,0.00011192013
TF:DWT_L6_std,tf,0.048132367,0.22039911
TF:DWT_L6_var,tf,0.012535889,0.048575766
TF:DWT_L6_skew,tf,0.30781114,3.0803382
TF:DWT_L6_kurt,tf,13.302997,113.275154
TF:DWT_L6_min,tf,0.23387358,1.8175257
TF:DWT_L6_max,tf,0.2245996,1.5638164
TF:DWT_L6_range,tf,0.44099942,3.0772865
TF:DWT_L6_median,tf,0.0012100606,0.0071047368
TF:DWT_L6_iqr,tf,0.08000675,0.30333403
TF:DWT_L6_mad,tf,0.040019028,0.15104885
TF:DWT_L6_energy,tf,51.384598,199.11206
TF:DWT_L6_log_energy,tf,0.4127348,2.2990975
TF:DWT_L6_rms,tf,0.048132367,0.22039911
TF:DWT_L6_entropy,tf,0.7960213,11.002844
TF:DWT_L6_zcr,tf,0.024510155,0.71205467
TF:DWT_L6_p2p,tf,0.44099942,3.0772865
TF:DWT_L6_tk_mean,tf,0.014521492,0.05703944
TF:DWT_L6_tk_std,tf,0.018911699,0.11263024
TF:DWT_L6_tk_max,tf,0.35388863,2.6837783
TF:WPT_aaaa_mean,tf,0.035394073,0.17257115
TF:WPT_aaaa_std,tf,0.5356253,3.895422
TF:WPT_aaaa_var,tf,2.9935277,15.174312
TF:WPT_aaaa_skew,tf,0.6512945,3.7218354
TF:WPT_aaaa_kurt,tf,4.8113136,40.70502
TF:WPT_aaaa_min,tf,3.2996416,28.807264
TF:WPT_aaaa_max,tf,4.515676,29.930635
TF:WPT_aaaa_range,tf,6.6476383,47.22814
TF:WPT_aaaa_median,tf,0.13910812,0.6244475
TF:WPT_aaaa_iqr,tf,0.99643105,7.2551866
TF:WPT_aaaa_mad,tf,0.49197376,3.2946332
TF:WPT_aaaa_energy,tf,1550.4868,7861.076
TF:WPT_aaaa_log_energy,tf,0.17401052,3.895482
TF:WPT_aaaa_rms,tf,0.53553414,3.8956158
TF:WPT_aaaa_entropy,tf,0.56280094,8.48624
TF:WPT_aaaa_zcr,tf,0.074857794,0.5918762
TF:WPT_aaaa_p2p,tf,6.6476383,47.22814
TF:WPT_aaaa_tk_mean,tf,3.3300107,25.79505
TF:WPT_aaaa_tk_std,tf,9.207593,55.941105
TF:WPT_aaaa_tk_max,tf,134.93202,1036.1674
TF:WPT_aaaa_rel_energy,tf,0.18960866,0.95370346
TF:WPT_aaaa_abs_mean,tf,0.41931868,3.4694512
TF:WPT_aaad_mean,tf,0.06136419,0.23514579
TF:WPT_aaad_std,tf,0.3025894,2.2914553
TF:WPT_aaad_var,tf,0.8825121,5.2507677
TF:WPT_aaad_skew,tf,0.644024,4.8015304
TF:WPT_aaad_kurt,tf,8.497922,63.55824
TF:WPT_aaad_min,tf,2.3046389,16.16054
TF:WPT_aaad_max,tf,2.5658164,19.542189
TF:WPT_aaad_range,tf,4.411159,32.524014
TF:WPT_aaad_median,tf,0.059678655,0.21886839
TF:WPT_aaad_iqr,tf,0.6236453,2.7254934
TF:WPT_aaad_mad,tf,0.31167674,1.3534101
TF:WPT_aaad_energy,tf,457.89996,2719.9211
TF:WPT_aaad_log_energy,tf,0.19956903,3.4345562
TF:WPT_aaad_rms,tf,0.30289593,2.2914653
TF:WPT_aaad_entropy,tf,0.81738216,8.060312
TF:WPT_aaad_zcr,tf,0.039051175,0.67504835
TF:WPT_aaad_p2p,tf,4.411159,32.524014
TF:WPT_aaad_tk_mean,tf,0.8952187,4.7271743
TF:WPT_aaad_tk_std,tf,3.29793,22.621046
TF:WPT_aaad_tk_max,tf,49.543583,364.30423
TF:WPT_aaad_rel_energy,tf,0.05537886,0.32770646
TF:WPT_aaad_abs_mean,tf,0.29074878,1.6269817
TF:WPT_aada_mean,tf,0.04452149,0.16825949
TF:WPT_aada_std,tf,0.3305075,1.6669021
TF:WPT_aada_var,tf,0.6840095,2.7785625
TF:WPT_aada_skew,tf,1.1423331,11.964509
TF:WPT_aada_kurt,tf,17.559679,224.94476
TF:WPT_aada_min,tf,1.612091,11.072873
TF:WPT_aada_max,tf,1.5471741,13.256337
TF:WPT_aada_range,tf,2.788488,21.07777
TF:WPT_aada_median,tf,0.046595432,0.20157282
TF:WPT_aada_iqr,tf,0.58522964,2.3029304
TF:WPT_aada_mad,tf,0.29281977,1.1517857
TF:WPT_aada_energy,tf,354.75238,1441.9518
TF:WPT_aada_log_energy,tf,0.33527452,3.1589508
TF:WPT_aada_rms,tf,0.33068085,1.6684396
TF:WPT_aada_entropy,tf,0.8663815,8.090234
TF:WPT_aada_zcr,tf,0.03432443,0.70406187
TF:WPT_aada_p2p,tf,2.788488,21.07777
TF:WPT_aada_tk_mean,tf,0.69262165,2.7628174
TF:WPT_aada_tk_std,tf,1.5716856,11.919067
TF:WPT_aada_tk_max,tf,21.23282,176.05386
TF:WPT_aada_rel_energy,tf,0.042218696,0.17145658
TF:WPT_aada_abs_mean,tf,0.29990736,1.3384869
TF:WPT_aadd_mean,tf,0.06043511,0.19182508
TF:WPT_aadd_std,tf,0.31797108,1.9887254
TF:WPT_aadd_var,tf,0.72778606,3.9550288
TF:WPT_aadd_skew,tf,0.90927863,8.801632
TF:WPT_aadd_kurt,tf,13.429848,156.77077
TF:WPT_aadd_min,tf,1.9779009,18.494728
TF:WPT_aadd_max,tf,1.9651525,13.890575
TF:WPT_aadd_range,tf,3.5316765,26.16973
TF:WPT_aadd_median,tf,0.050315235,0.18222882
TF:WPT_aadd_iqr,tf,0.58785856,2.4966998
TF:WPT_aadd_mad,tf,0.29523394,1.2518916
TF:WPT_aadd_energy,tf,377.81702,2049.3613
TF:WPT_aadd_log_energy,tf,0.28175873,3.3116186
TF:WPT_aadd_rms,tf,0.31831697,1.989044
TF:WPT_aadd_entropy,tf,0.87123805,8.089676
TF:WPT_aadd_zcr,tf,0.030499915,0.59961313
TF:WPT_aadd_p2p,tf,3.5316765,26.16973
TF:WPT_aadd_tk_mean,tf,0.7453376,3.7683287
TF:WPT_aadd_tk_std,tf,2.3024116,19.710402
TF:WPT_aadd_tk_max,tf,34.666073,323.2532
TF:WPT_aadd_rel_energy,tf,0.045290627,0.24946268
TF:WPT_aadd_abs_mean,tf,0.29346746,1.457571
TF:WPT_adaa_mean,tf,0.004594057,0.02334969
TF:WPT_adaa_std,tf,0.06774898,0.3743937
TF:WPT_adaa_var,tf,0.022875998,0.14017065
TF:WPT_adaa_skew,tf,1.6061183,10.892467
TF:WPT_adaa_kurt,tf,17.996855,158.66522
TF:WPT_adaa_min,tf,0.49972352,3.236855
