feature,domain,std,abs_max
TIME:hist_contrast,time,1.816039,16.06289
FREQ:mag_mean,freq,9.035001,39.68727
FREQ:mag_std,freq,2.8225725,90.18883
FREQ:mag_min,freq,7.585846e-14,3.7814196e-13
FREQ:mag_max,freq,1031.5065,5166.9805
FREQ:mag_range,freq,1031.5065,5166.9805
FREQ:pow_mean,freq,0.00048419516,8190.001
FREQ:pow_std,freq,75912.36,417881.9
FREQ:pow_max,freq,4721253.0,26697688.0
FREQ:spec_centroid,freq,187.27005,1285.2428
FREQ:spec_spread,freq,153.37486,1639.0614
FREQ:spec_rolloff85,freq,208.94241,1921.3867
FREQ:spec_rolloff,freq,210.6599,4379.883
FREQ:spec_flatness,freq,0.033793803,0.19119076
FREQ:spec_skew,freq,8.432506,48.247627
FREQ:spec_kurt,freq,376.17212,2712.7136
FREQ:spec_slope,freq,0.0039541195,0.018285183
FREQ:peak1_freq,freq,198.30704,1523.4375
FREQ:peak1_amp,freq,1031.5065,5166.9805
FREQ:peak2_freq,freq,252.2658,1557.6172
FREQ:peak2_amp,freq,566.15564,3498.944
FREQ:peak_count,freq,26.944265,350.0
FREQ:peak_ratio,freq,0.2309249,0.9991043
FREQ:bandP_0,freq,9001866.0,33016760.0
FREQ:bandP_1,freq,4981636.0,30430970.0
FREQ:bandP_2,freq,2691853.5,29642496.0
FREQ:bandP_3,freq,1525007.5,13630490.0
FREQ:bandP_4,freq,2555864.2,10712549.0
FREQ:bandP_5,freq,4823910.5,14920882.0
FREQ:bandP_6,freq,1601409.5,5460598.0
FREQ:bandP_rel_0,freq,0.2682765,0.9839761
FREQ:bandP_rel_1,freq,0.14846432,0.9069136
FREQ:bandP_rel_2,freq,0.080223486,0.8834152
FREQ:bandP_rel_3,freq,0.045448765,0.40622026
FREQ:bandP_rel_4,freq,0.07617069,0.31925884
FREQ:bandP_rel_5,freq,0.14376374,0.44467694
FREQ:bandP_rel_6,freq,0.047725715,0.1627385
FREQ:ratio_low_mid,freq,50.818058,494.65393
FREQ:ratio_mid_high,freq,7.232189,79.44311
FREQ:ratio_low_high,freq,29.92856,358.88666
FREQ:ratio_high_tail,freq,0.047725715,0.1627385
FREQ:frac_low,freq,0.30403972,0.995215
FREQ:frac_mid,freq,0.10114588,0.8889873
FREQ:frac_high,freq,0.26458678,0.8166149
FREQ:spec_entropy_shannon,freq,1.9138348,9.189177
FREQ:spec_entropy_renyi,freq,2.2299604,8.7555485
FREQ:spec_decrease,freq,0.008637505,0.05599517
FREQ:psd_max,freq,0.028816255,0.16294976
FREQ:psd_min,freq,0.0,8.727499e-34
FREQ:psd_range,freq,0.028816255,0.16294976
FREQ:hist_b0,freq,1.4551915e-11,0.00024408103
FREQ:hist_b1,freq,0.0,0.0
FREQ:hist_b2,freq,0.0,0.0
FREQ:hist_b3,freq,0.0,0.0
FREQ:hist_b4,freq,0.0,0.0
FREQ:hist_b5,freq,0.0,0.0
FREQ:hist_b6,freq,0.0,0.0
FREQ:hist_b7,freq,0.0,0.0
FREQ:hist_b8,freq,0.0,0.0
FREQ:hist_b9,freq,0.0,0.0
FREQ:hist_b10,freq,0.0,0.0
FREQ:hist_b11,freq,0.0,0.0
FREQ:hist_b12,freq,0.0,0.0
FREQ:hist_b13,freq,0.0,0.0
FREQ:hist_b14,freq,0.0,0.0
FREQ:hist_b15,freq,0.0,0.0
FREQ:hist_b16,freq,0.0,0.0
FREQ:hist_b17,freq,0.0,0.0
FREQ:hist_b18,freq,1.0493901e-05,0.00024408103
FREQ:hist_b19,freq,0.002175352,0.04198194
FREQ:hist_b20,freq,0.02463989,0.4015133
FREQ:hist_b21,freq,0.06536383,0.5381987
FREQ:hist_b22,freq,0.12973447,0.63046134
FREQ:hist_b23,freq,0.2080701,0.7171101
FREQ:hist_b24,freq,0.22487837,0.71247256
FREQ:hist_b25,freq,0.2083673,0.6939224
FREQ:hist_b26,freq,0.11669294,0.68049794
FREQ:hist_b27,freq,0.023385,0.17695875
FREQ:hist_b28,freq,0.032409564,0.13668539
FREQ:hist_b29,freq,0.039590336,0.14083476
FREQ:hist_b30,freq,0.052087232,0.13863803
FREQ:hist_b31,freq,0.024412367,0.095191605
FREQ:hist_entropy,freq,0.34179014,3.2044694
FREQ:cepstral_1,freq,0.26323688,2.1681588
FREQ:cepstral_2,freq,0.10025684,1.043868
FREQ:cepstral_3,freq,0.04145435,0.45884052
FREQ:cepstral_4,freq,0.06353718,0.2634689
FREQ:cepstral_5,freq,0.047659267,0.21449557
FREQ:cepstral_6,freq,0.028613884,0.20201065
FREQ:cepstral_7,freq,0.025484292,0.13098888
FREQ:cepstral_8,freq,0.019673223,0.11033503
TF:stft_mean,tf,0.0003701908,0.0042314655
TF:stft_std,tf,0.021425474,0.1088326
TF:stft_min,tf,5.902388e-20,5.328025e-19
TF:stft_max,tf,1.2726681,8.42229
TF:stft_range,tf,1.2726681,8.42229
TF:stft_p10,tf,3.9911544e-17,1.7910778e-16
TF:stft_p25,tf,3.2188305e-16,1.4515176e-15
TF:stft_p50,tf,4.3712835e-11,1.5168823e-10
TF:stft_p75,tf,4.5261746e-05,0.00015528062
TF:stft_p90,tf,0.0032945178,0.009791172
TF:stft_skew,tf,12.70674,70.89997
TF:stft_kurt,tf,957.94507,6096.228
TF:stft_entropy,tf,1.6579651,11.110626
TF:stft_crest,tf,17.262262,95.18499
TF:stft_rms,tf,0.02132247,0.1088862
TF:stft_gini,tf,0.036329,0.9975098
TF:Et_mean,tf,0.09513904,1.0874866
TF:Et_std,tf,0.48360935,2.7963884
TF:Et_min,tf,0.15195069,0.53477085
TF:Et_max,tf,2.4456797,17.33655
TF:Et_range,tf,2.55678,17.297045
TF:Et_p25,tf,0.17624697,0.69574517
TF:Et_p75,tf,0.2133978,1.6112503
TF:Et_iqr,tf,0.28537852,1.4494045
TF:Et_skew,tf,1.2299713,6.2085495
TF:Et_kurt,tf,7.4560537,41.34622
TF:Et_entropy,tf,0.46511045,5.915027
TF:Et_centroid,tf,5.597192,48.337727
TF:Et_spread,tf,2.9122257,25.39874
TF:Ef_centroid,tf,318.18338,971.93976
TF:Ef_spread,tf,164.20917,640.7674
TF:Ef_skew,tf,3.726859,12.663357
TF:Ef_kurt,tf,51.23131,172.38017
TF:Ef_flatness,tf,2.3041247e-07,7.09603e-07
TF:Ef_rolloff85,tf,606.21234,1640.625
TF:Ef_rolloff95,tf,609.57336,1914.0625
TF:Ef_rolloff99,tf,475.52878,2187.5
TF:Ef_mean,tf,0.022581637,0.2581194
TF:Ef_std,tf,0.6590804,2.8406203
TF:Ef_min,tf,2.2730135e-15,9.610145e-15
TF:Ef_max,tf,9.143911,37.429855
TF:Ef_range,tf,9.143911,37.429855
TF:Ef_p25,tf,2.0325389e-14,1.1322079e-13
TF:Ef_p75,tf,0.0053217844,0.02096062
TF:Ef_iqr,tf,0.0053217844,0.02096062
TF:Ef_entropy,tf,1.4308642,5.769227
TF:Ef_peak_freq,tf,372.05124,1445.3125
TF:Ef_peak_amp,tf,9.76301,37.429855
TF:Ef_n_peaks,tf,5.085966,17.0
TF:Ef_harmonic_ratio,tf,0.1212653,0.57379043
TF:flux_mean,tf,0.044159252,0.54096735
TF:flux_std,tf,0.103956304,0.5639668
TF:flux_max,tf,0.3862968,2.548487
TF:divergence_mean,tf,0.106610216,1.1447077
TF:divergence_std,tf,0.29226214,1.682325
TF:coherence_mean,tf,0.014479244,0.96537566
TF:coherence_std,tf,0.023701796,0.124526925
TF:novelty,tf,0.15974133,0.7776088
TF:mod0_centroid,tf,1.5050147,14.711005
TF:mod0_spread,tf,0.6736813,10.879038
TF:mod0_entropy,tf,0.18204585,4.853127
TF:mod1_centroid,tf,1.102218,14.543996
TF:mod1_spread,tf,0.39153033,9.050374
TF:mod1_entropy,tf,0.09822482,4.7698617
TF:mod2_centroid,tf,0.95030403,14.245599
TF:mod2_spread,tf,0.3636298,9.085953
TF:mod2_entropy,tf,0.080664374,4.7807384
TF:mod3_centroid,tf,0.84185314,14.474306
TF:mod3_spread,tf,0.37142447,9.13511
TF:mod3_entropy,tf,0.07502253,4.7707505
TF:mod4_centroid,tf,0.90452015,14.441522
TF:mod4_spread,tf,0.38065213,8.976902
TF:mod4_entropy,tf,0.07826313,4.769971
TF:mod5_centroid,tf,0.88202137,14.978563
TF:mod5_spread,tf,0.37569672,9.025303
TF:mod5_entropy,tf,0.07383314,4.7718797
TF:mod6_centroid,tf,0.87809074,14.331648
TF:mod6_spread,tf,0.3820674,9.161829
TF:mod6_entropy,tf,0.07764196,4.7756534
TF:mod7_centroid,tf,0.84004253,14.836771
TF:mod7_spread,tf,0.4402937,9.941164
TF:mod7_entropy,tf,0.07401348,4.777342
TF:mod8_centroid,tf,0.9892831,15.3843155
TF:mod8_spread,tf,0.4382439,10.078752
TF:mod8_entropy,tf,0.07253414,4.8398232
TF:mod9_centroid,tf,1.2971448,14.281424
TF:mod9_spread,tf,0.37354466,9.711075
TF:mod9_entropy,tf,0.07549168,4.8488383
TF:mod10_centroid,tf,1.479919,11.5624485
TF:mod10_spread,tf,0.42798677,9.124569
TF:mod10_entropy,tf,0.077111915,4.8519588
TF:mod11_centroid,tf,2.0974722,10.578226
TF:mod11_spread,tf,1.2449142,9.1489935
TF:mod11_entropy,tf,0.08119686,4.895656
TF:tfband_0,tf,7.852861,37.429855
TF:tfband_1,tf,8.673825,28.841642
TF:tfband_2,tf,6.5825763,37.24081
TF:tfband_3,tf,2.4883757,28.383663
TF:tfband_4,tf,1.8107507,13.570872
TF:DWT_L0_mean,tf,0.4463258,1.3799452
TF:DWT_L0_std,tf,1.6229401,8.838827
TF:DWT_L0_var,tf,17.864994,78.12486
TF:DWT_L0_skew,tf,0.9975896,3.4659529
TF:DWT_L0_kurt,tf,3.1919823,20.580368
TF:DWT_L0_min,tf,6.87268,40.199272
TF:DWT_L0_max,tf,7.912602,50.508266
TF:DWT_L0_range,tf,12.471933,87.32002
TF:DWT_L0_median,tf,0.43426216,2.4039867
TF:DWT_L0_iqr,tf,2.5819333,14.209863
TF:DWT_L0_mad,tf,1.2740773,7.267025
TF:DWT_L0_energy,tf,2400.554,10723.9
TF:DWT_L0_log_energy,tf,0.27802584,4.0303526
TF:DWT_L0_rms,tf,1.6233983,8.945899
TF:DWT_L0_entropy,tf,0.6174642,6.546083
TF:DWT_L0_zcr,tf,0.10914156,0.6616541
TF:DWT_L0_p2p,tf,12.471933,87.32002
TF:DWT_L0_tk_mean,tf,22.863747,111.07712
TF:DWT_L0_tk_std,tf,46.33024,304.87546
TF:DWT_L0_tk_max,tf,327.06683,2442.739
TF:DWT_L1_mean,tf,0.14278242,0.8425455
TF:DWT_L1_std,tf,0.6820383,4.938664
TF:DWT_L1_var,tf,2.7505634,24.390402
TF:DWT_L1_skew,tf,0.4481823,3.747008
TF:DWT_L1_kurt,tf,4.020844,45.567776
TF:DWT_L1_min,tf,2.571742,19.042517
TF:DWT_L1_max,tf,2.6601663,21.317284
TF:DWT_L1_range,tf,4.980288,36.415215
TF:DWT_L1_median,tf,0.1631094,0.8426035
TF:DWT_L1_iqr,tf,0.9021544,5.7590885
TF:DWT_L1_mad,tf,0.45757106,2.8484268
TF:DWT_L1_energy,tf,369.61417,3268.314
TF:DWT_L1_log_energy,tf,0.40850756,3.5143237
TF:DWT_L1_rms,tf,0.68327516,4.938664
TF:DWT_L1_entropy,tf,0.49766943,6.276065
TF:DWT_L1_zcr,tf,0.0645957,0.7669173
TF:DWT_L1_p2p,tf,4.980288,36.415215
TF:DWT_L1_tk_mean,tf,2.4586298,18.00461
TF:DWT_L1_tk_std,tf,5.9198437,38.067703
TF:DWT_L1_tk_max,tf,44.47741,405.24857
TF:DWT_L2_mean,tf,0.10216148,0.49942085
TF:DWT_L2_std,tf,0.6421891,3.047079
TF:DWT_L2_var,tf,1.8521947,9.284692
TF:DWT_L2_skew,tf,0.26968879,2.0843828
TF:DWT_L2_kurt,tf,3.7810059,51.492176
TF:DWT_L2_min,tf,2.1074235,22.121172
TF:DWT_L2_max,tf,2.2054343,19.765043
TF:DWT_L2_range,tf,4.180789,41.886215
TF:DWT_L2_median,tf,0.11941094,0.48403373
TF:DWT_L2_iqr,tf,0.8843443,3.6541855
TF:DWT_L2_mad,tf,0.44426027,1.8118728
TF:DWT_L2_energy,tf,486.8851,2438.0715
TF:DWT_L2_log_energy,tf,0.48831418,3.3870463
TF:DWT_L2_rms,tf,0.6433146,3.050511
TF:DWT_L2_entropy,tf,0.39988816,7.2130733
TF:DWT_L2_zcr,tf,0.041054245,0.7203065
TF:DWT_L2_p2p,tf,4.180789,41.886215
TF:DWT_L2_tk_mean,tf,1.8593816,8.322253
TF:DWT_L2_tk_std,tf,3.8074038,42.30864
TF:DWT_L2_tk_max,tf,33.37863,506.02652
TF:DWT_L3_mean,tf,0.07394753,0.29544058
TF:DWT_L3_std,tf,0.6635621,2.4213731
TF:DWT_L3_var,tf,1.8169413,5.863048
TF:DWT_L3_skew,tf,0.1859899,1.923642
TF:DWT_L3_kurt,tf,2.9428072,36.21165
TF:DWT_L3_min,tf,2.164037,12.744521
TF:DWT_L3_max,tf,2.2246265,16.249647
TF:DWT_L3_range,tf,4.2848086,26.843185
TF:DWT_L3_median,tf,0.08727556,0.33586308
TF:DWT_L3_iqr,tf,0.915594,3.4373252
TF:DWT_L3_mad,tf,0.45857182,1.7381666
TF:DWT_L3_energy,tf,943.22614,3041.0164
TF:DWT_L3_log_energy,tf,0.5559176,3.4830189
TF:DWT_L3_rms,tf,0.66428655,2.4229503
TF:DWT_L3_entropy,tf,0.31838235,8.119855
TF:DWT_L3_zcr,tf,0.0293924,0.6943907
TF:DWT_L3_p2p,tf,4.2848086,26.843185
TF:DWT_L3_tk_mean,tf,1.82072,5.935595
TF:DWT_L3_tk_std,tf,3.257878,17.64655
TF:DWT_L3_tk_max,tf,27.002699,308.90234
TF:DWT_L4_mean,tf,0.006643412,0.030856228
TF:DWT_L4_std,tf,0.4473408,1.5814588
TF:DWT_L4_var,tf,0.8059894,2.5010118
TF:DWT_L4_skew,tf,0.12911347,1.6550385
TF:DWT_L4_kurt,tf,3.775705,58.454075
TF:DWT_L4_min,tf,1.5828291,9.245761
TF:DWT_L4_max,tf,1.5821968,9.593865
TF:DWT_L4_range,tf,3.0772808,16.769802
TF:DWT_L4_median,tf,0.024784578,0.09217406
TF:DWT_L4_iqr,tf,0.61622405,2.1442826
TF:DWT_L4_mad,tf,0.3082368,1.0721176
TF:DWT_L4_energy,tf,830.202,2576.198
TF:DWT_L4_log_energy,tf,0.5832838,3.4109793
TF:DWT_L4_rms,tf,0.44734985,1.5815066
TF:DWT_L4_entropy,tf,0.31240863,9.080528
TF:DWT_L4_zcr,tf,0.0137343155,0.76676387
TF:DWT_L4_p2p,tf,3.0772808,16.769802
TF:DWT_L4_tk_mean,tf,0.7492739,2.4749568
TF:DWT_L4_tk_std,tf,1.0857904,6.592123
TF:DWT_L4_tk_max,tf,11.266363,75.286995
TF:DWT_L5_mean,tf,0.000371015,0.0012739619
TF:DWT_L5_std,tf,0.093863435,0.3286034
TF:DWT_L5_var,tf,0.03508677,0.10798019
TF:DWT_L5_skew,tf,0.17165937,1.9415613
TF:DWT_L5_kurt,tf,7.051476,99.374435
TF:DWT_L5_min,tf,0.58951265,3.2013495
TF:DWT_L5_max,tf,0.60364985,3.292729
TF:DWT_L5_range,tf,1.172241,5.9714203
TF:DWT_L5_median,tf,0.0034722008,0.014800756
TF:DWT_L5_iqr,tf,0.12892292,0.45202667
TF:DWT_L5_mad,tf,0.06447153,0.22598028
TF:DWT_L5_energy,tf,72.03329,221.68336
TF:DWT_L5_log_energy,tf,0.5937907,2.3457332
TF:DWT_L5_rms,tf,0.093863554,0.32860342
TF:DWT_L5_entropy,tf,0.3554071,10.035613
TF:DWT_L5_zcr,tf,0.010983296,0.7334308
TF:DWT_L5_p2p,tf,1.172241,5.9714203
TF:DWT_L5_tk_mean,tf,0.037120257,0.114072785
TF:DWT_L5_tk_std,tf,0.054449253,0.31791243
TF:DWT_L5_tk_max,tf,1.7923588,13.360008
TF:DWT_L6_mean,tf,4.849401e-06,1.51444565e-05
TF:DWT_L6_std,tf,0.0069975113,0.024311824
TF:DWT_L6_var,tf,0.00019439775,0.00059106475
TF:DWT_L6_skew,tf,0.08230077,0.76899797
TF:DWT_L6_kurt,tf,5.4793468,62.239872
TF:DWT_L6_min,tf,0.04321936,0.24101862
TF:DWT_L6_max,tf,0.043374285,0.2311657
TF:DWT_L6_range,tf,0.083927274,0.4270182
TF:DWT_L6_median,tf,0.00015193132,0.0007357492
TF:DWT_L6_iqr,tf,0.00962478,0.033642307
TF:DWT_L6_mad,tf,0.004812115,0.016814083
TF:DWT_L6_energy,tf,0.7968368,2.4227746
TF:DWT_L6_log_energy,tf,0.5969691,2.7281904
TF:DWT_L6_rms,tf,0.0069975113,0.024311824
TF:DWT_L6_entropy,tf,0.33654803,11.036427
TF:DWT_L6_zcr,tf,0.006531266,0.40971205
TF:DWT_L6_p2p,tf,0.083927274,0.4270182
TF:DWT_L6_tk_mean,tf,0.00033088386,0.0010162626
TF:DWT_L6_tk_std,tf,0.00038064015,0.0022205864
TF:DWT_L6_tk_max,tf,0.011037376,0.06832783
TF:WPT_aaaa_mean,tf,0.055060945,0.16739042
TF:WPT_aaaa_std,tf,0.53419566,4.055126
TF:WPT_aaaa_var,tf,3.4337876,16.44405
TF:WPT_aaaa_skew,tf,0.6454556,2.9584818
TF:WPT_aaaa_kurt,tf,3.060486,23.257467
TF:WPT_aaaa_min,tf,3.4374733,30.689306
TF:WPT_aaaa_max,tf,4.3017735,35.851254
TF:WPT_aaaa_range,tf,6.069488,48.804302
TF:WPT_aaaa_median,tf,0.20126154,1.1689214
TF:WPT_aaaa_iqr,tf,0.92249066,7.5251703
TF:WPT_aaaa_mad,tf,0.45420858,3.7438838
TF:WPT_aaaa_energy,tf,1778.3888,8522.134
TF:WPT_aaaa_log_energy,tf,0.14716221,3.9305484
TF:WPT_aaaa_rms,tf,0.53406686,4.056106
TF:WPT_aaaa_entropy,tf,0.45528883,8.479709
TF:WPT_aaaa_zcr,tf,0.13640156,0.54352033
TF:WPT_aaaa_p2p,tf,6.069488,48.804302
TF:WPT_aaaa_tk_mean,tf,1.9784129,18.266476
TF:WPT_aaaa_tk_std,tf,5.0732293,74.72931
TF:WPT_aaaa_tk_max,tf,83.23297,1030.1024
TF:WPT_aaaa_rel_energy,tf,0.21867692,0.99840677
TF:WPT_aaaa_abs_mean,tf,0.4096094,3.5059323
TF:WPT_aaad_mean,tf,0.07394753,0.29544058
TF:WPT_aaad_std,tf,0.6635621,2.4213731
TF:WPT_aaad_var,tf,1.8169413,5.863048
TF:WPT_aaad_skew,tf,0.1859899,1.923642
TF:WPT_aaad_kurt,tf,2.9428072,36.21165
TF:WPT_aaad_min,tf,2.164037,12.744521
TF:WPT_aaad_max,tf,2.2246265,16.249647
TF:WPT_aaad_range,tf,4.2848086,26.843185
TF:WPT_aaad_median,tf,0.08727556,0.33586308
TF:WPT_aaad_iqr,tf,0.915594,3.4373252
TF:WPT_aaad_mad,tf,0.45857182,1.7381666
TF:WPT_aaad_energy,tf,943.22614,3041.0164
TF:WPT_aaad_log_energy,tf,0.5559176,3.4830189
TF:WPT_aaad_rms,tf,0.66428655,2.4229503
TF:WPT_aaad_entropy,tf,0.31838235,8.119855
TF:WPT_aaad_zcr,tf,0.0293924,0.6943907
TF:WPT_aaad_p2p,tf,4.2848086,26.843185
TF:WPT_aaad_tk_mean,tf,1.82072,5.935595
TF:WPT_aaad_tk_std,tf,3.257878,17.64655
TF:WPT_aaad_tk_max,tf,27.002699,308.90234
TF:WPT_aaad_rel_energy,tf,0.11182747,0.36588535
TF:WPT_aaad_abs_mean,tf,0.5344389,1.94874
TF:WPT_aada_mean,tf,0.010609359,0.043882027
TF:WPT_aada_std,tf,0.2529766,0.9890324
TF:WPT_aada_var,tf,0.25543016,0.9781851
TF:WPT_aada_skew,tf,0.2390693,1.9507508
TF:WPT_aada_kurt,tf,2.449562,24.00625
TF:WPT_aada_min,tf,0.95299226,5.5983324
TF:WPT_aada_max,tf,0.9464481,5.4358
TF:WPT_aada_range,tf,1.7932696,10.431691
TF:WPT_aada_median,tf,0.021337323,0.09461279
TF:WPT_aada_iqr,tf,0.34424365,1.2368472
TF:WPT_aada_mad,tf,0.17216824,0.61815226
TF:WPT_aada_energy,tf,132.35356,506.70917
TF:WPT_aada_log_energy,tf,0.5921456,2.7047586
TF:WPT_aada_rms,tf,0.25301746,0.98904145
TF:WPT_aada_entropy,tf,0.2793485,8.106643
TF:WPT_aada_zcr,tf,0.020079741,0.7911025
TF:WPT_aada_p2p,tf,1.7932696,10.431691
TF:WPT_aada_tk_mean,tf,0.20306183,0.70911986
TF:WPT_aada_tk_std,tf,0.3753853,2.2763915
TF:WPT_aada_tk_max,tf,5.041333,41.21327
TF:WPT_aada_rel_energy,tf,0.015645083,0.06157931
TF:WPT_aada_abs_mean,tf,0.20194201,0.72838223
TF:WPT_aadd_mean,tf,0.066963814,0.23671679
TF:WPT_aadd_std,tf,0.58060825,2.079307
TF:WPT_aadd_var,tf,1.359636,4.323518
TF:WPT_aadd_skew,tf,0.22681239,2.3448946
TF:WPT_aadd_kurt,tf,4.1878996,69.143684
TF:WPT_aadd_min,tf,1.9182029,11.7082
TF:WPT_aadd_max,tf,1.8928597,11.492266
TF:WPT_aadd_range,tf,3.716948,22.161661
TF:WPT_aadd_median,tf,0.07786508,0.32224154
TF:WPT_aadd_iqr,tf,0.7992346,2.8590586
TF:WPT_aadd_mad,tf,0.40050134,1.4314083
TF:WPT_aadd_energy,tf,705.686,2240.2354
TF:WPT_aadd_log_energy,tf,0.5829417,3.3502936
TF:WPT_aadd_rms,tf,0.58116174,2.07961
TF:WPT_aadd_entropy,tf,0.3189396,8.090152
TF:WPT_aadd_zcr,tf,0.020629447,0.50096714
TF:WPT_aadd_p2p,tf,3.716948,22.161661
TF:WPT_aadd_tk_mean,tf,1.4305061,4.6663494
TF:WPT_aadd_tk_std,tf,2.3441832,13.089669
TF:WPT_aadd_tk_max,tf,18.008623,141.95496
TF:WPT_aadd_rel_energy,tf,0.08368028,0.2704122
TF:WPT_aadd_abs_mean,tf,0.4683271,1.6483282
TF:WPT_adaa_mean,tf,0.0031362765,0.010987509
TF:WPT_adaa_std,tf,0.025585094,0.14768901
TF:WPT_adaa_var,tf,0.0029296642,0.021812044
TF:WPT_adaa_skew,tf,6.5318046,12.638089
TF:WPT_adaa_kurt,tf,47.463505,181.70164
